weather_id,region_id,date,temp_min_c,temp_max_c,rainfall_mm,humidity_pct,wind_speed_kmph,forecast_type,source
WX001220,REG014,2026-07-20,20.1,32.2,5.0,84.7,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001221,REG014,2026-07-21,20.8,35.8,15.7,83.9,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001222,REG014,2026-07-22,20.7,30.7,20.8,78.3,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001223,REG014,2026-07-23,19.2,32.7,7.3,93.0,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001224,REG014,2026-07-24,19.8,30.8,8.0,92.9,6.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001225,REG014,2026-07-25,19.0,32.4,5.2,82.6,5.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001226,REG014,2026-07-26,21.9,30.2,8.7,68.1,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001227,REG014,2026-07-27,19.4,30.6,4.8,80.0,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001228,REG014,2026-07-28,20.7,34.0,11.9,77.6,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001229,REG014,2026-07-29,19.2,31.6,11.2,84.8,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001230,REG014,2026-07-30,18.9,31.8,1.6,74.0,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001231,REG014,2026-07-31,22.6,31.8,11.5,84.8,6.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001232,REG014,2026-08-01,17.9,32.4,2.1,79.2,2.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001233,REG014,2026-08-02,20.2,33.4,4.9,89.3,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001234,REG014,2026-08-03,19.7,34.6,6.0,71.8,2.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001235,REG014,2026-08-04,19.7,31.4,2.0,81.9,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001236,REG014,2026-08-05,19.6,32.1,9.2,79.0,4.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001237,REG014,2026-08-06,21.6,32.5,9.8,77.7,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001238,REG014,2026-08-07,18.2,36.2,6.3,82.8,12.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001239,REG014,2026-08-08,19.4,31.4,2.1,76.2,6.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001240,REG014,2026-08-09,21.5,32.4,4.9,76.5,12.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001241,REG014,2026-08-10,22.5,31.7,15.0,72.4,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001242,REG014,2026-08-11,18.2,31.4,16.2,78.8,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001243,REG014,2026-08-12,21.1,33.0,8.4,77.0,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001244,REG014,2026-08-13,17.6,32.7,10.5,71.8,15.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001245,REG014,2026-08-14,20.3,32.8,1.3,76.1,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001246,REG014,2026-08-15,17.7,31.7,2.0,79.2,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001247,REG014,2026-08-16,21.8,32.5,6.2,69.2,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001248,REG014,2026-08-17,21.4,33.3,9.8,74.4,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001249,REG014,2026-08-18,20.2,33.7,9.8,77.0,6.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001250,REG014,2026-08-19,20.6,31.7,6.5,80.1,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001251,REG014,2026-08-20,20.7,30.8,4.8,77.1,12.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001252,REG014,2026-08-21,19.5,30.1,8.1,77.7,5.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001253,REG014,2026-08-22,21.7,34.0,12.6,77.0,4.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001254,REG014,2026-08-23,19.0,35.6,3.1,80.9,13.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001255,REG014,2026-08-24,20.5,35.1,20.9,75.8,13.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001256,REG014,2026-08-25,18.6,32.5,18.6,85.7,12.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001257,REG014,2026-08-26,21.0,31.0,15.1,77.4,2.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001258,REG014,2026-08-27,19.5,31.4,4.7,81.7,12.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001259,REG014,2026-08-28,18.7,31.9,5.2,78.8,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001260,REG014,2026-08-29,21.2,32.9,2.7,74.9,2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001261,REG015,2026-06-01,20.7,31.0,7.5,75.0,9.2,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001262,REG015,2026-06-02,21.8,32.1,10.2,78.1,11.4,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001263,REG015,2026-06-03,19.9,31.5,1.7,74.8,14.6,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001264,REG015,2026-06-04,21.0,35.7,22.2,85.0,10.7,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001265,REG015,2026-06-05,21.9,31.9,28.1,77.3,12.7,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001266,REG015,2026-06-06,21.4,33.0,8.0,79.5,10.8,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001267,REG015,2026-06-07,21.0,34.6,6.7,81.0,7.5,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001268,REG015,2026-06-08,18.0,30.8,8.9,80.4,9.7,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001269,REG015,2026-06-09,18.9,31.7,3.1,78.7,9.4,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001270,REG015,2026-06-10,18.7,32.1,0.9,81.8,11.0,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001271,REG015,2026-06-11,21.1,32.2,12.9,71.3,9.5,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001272,REG015,2026-06-12,21.1,35.1,2.1,77.1,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001273,REG015,2026-06-13,23.5,32.7,12.2,79.1,13.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001274,REG015,2026-06-14,22.6,29.8,8.9,74.9,12.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001275,REG015,2026-06-15,20.9,30.7,2.8,77.0,10.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001276,REG015,2026-06-16,19.5,30.6,4.6,82.2,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001277,REG015,2026-06-17,19.1,34.6,30.1,72.4,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001278,REG015,2026-06-18,21.1,32.5,20.7,82.8,5.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001279,REG015,2026-06-19,22.7,32.7,2.1,79.8,6.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001280,REG015,2026-06-20,22.2,30.3,5.4,79.7,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001281,REG015,2026-06-21,22.2,34.7,25.6,85.2,7.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001282,REG015,2026-06-22,23.2,33.4,7.2,78.9,7.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001283,REG015,2026-06-23,18.5,32.0,8.2,74.8,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001284,REG015,2026-06-24,19.5,31.7,10.2,76.7,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001285,REG015,2026-06-25,19.6,35.5,6.2,84.9,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001286,REG015,2026-06-26,22.2,33.7,0.5,81.3,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001287,REG015,2026-06-27,20.1,32.1,16.9,83.9,3.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001288,REG015,2026-06-28,22.3,34.4,4.1,72.3,14.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001289,REG015,2026-06-29,21.0,32.4,6.7,84.1,14.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001290,REG015,2026-06-30,17.4,33.0,4.4,85.7,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001291,REG015,2026-07-01,20.7,29.7,11.2,84.5,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001292,REG015,2026-07-02,19.0,34.7,9.6,83.0,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001293,REG015,2026-07-03,22.2,29.8,5.7,80.4,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001294,REG015,2026-07-04,19.8,34.9,3.6,78.3,11.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001295,REG015,2026-07-05,20.7,31.9,6.2,72.4,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001296,REG015,2026-07-06,21.1,34.3,1.7,78.3,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001297,REG015,2026-07-07,20.0,31.6,7.4,76.8,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001298,REG015,2026-07-08,20.1,35.1,10.1,74.7,14.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001299,REG015,2026-07-09,20.5,34.8,19.7,78.1,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001300,REG015,2026-07-10,22.3,30.0,1.5,74.1,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001301,REG015,2026-07-11,24.2,33.9,2.2,80.5,7.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001302,REG015,2026-07-12,21.1,32.3,1.5,83.8,5.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001303,REG015,2026-07-13,20.8,33.4,8.9,87.6,6.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001304,REG015,2026-07-14,17.4,33.0,10.9,82.6,11.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001305,REG015,2026-07-15,20.2,34.1,7.0,85.7,13.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001306,REG015,2026-07-16,22.8,30.7,10.7,82.5,8.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001307,REG015,2026-07-17,21.1,33.7,4.1,77.7,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001308,REG015,2026-07-18,19.4,32.1,7.5,79.3,13.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001309,REG015,2026-07-19,17.8,31.5,4.8,82.5,7.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001310,REG015,2026-07-20,21.0,34.1,3.2,82.6,8.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001311,REG015,2026-07-21,18.2,33.1,9.3,84.1,11.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001312,REG015,2026-07-22,21.5,32.1,7.0,80.1,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001313,REG015,2026-07-23,20.0,32.8,12.1,77.0,2.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001314,REG015,2026-07-24,17.9,34.4,5.8,70.7,3.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001315,REG015,2026-07-25,17.4,33.8,1.7,80.6,16.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001316,REG015,2026-07-26,22.1,32.1,13.1,73.9,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001317,REG015,2026-07-27,19.1,32.7,4.9,77.5,14.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001318,REG015,2026-07-28,22.0,35.0,8.8,77.0,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001319,REG015,2026-07-29,17.2,29.4,4.0,86.1,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001320,REG015,2026-07-30,20.8,33.0,3.5,75.9,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001321,REG015,2026-07-31,19.1,33.6,8.9,78.3,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001322,REG015,2026-08-01,20.4,34.1,12.6,75.2,12.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001323,REG015,2026-08-02,20.8,33.8,2.2,87.0,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001324,REG015,2026-08-03,19.5,31.7,3.4,75.3,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001325,REG015,2026-08-04,20.9,32.4,8.8,92.4,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001326,REG015,2026-08-05,22.7,33.8,12.6,82.3,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001327,REG015,2026-08-06,20.2,29.5,9.8,75.5,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001328,REG015,2026-08-07,21.7,32.9,19.0,79.8,2.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001329,REG015,2026-08-08,19.6,33.2,7.5,73.4,7.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001330,REG015,2026-08-09,20.8,32.0,5.2,78.4,5.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001331,REG015,2026-08-10,19.3,30.6,7.0,85.6,14.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001332,REG015,2026-08-11,21.0,33.1,2.8,78.1,8.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001333,REG015,2026-08-12,21.4,30.9,4.0,78.7,10.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001334,REG015,2026-08-13,21.8,32.6,4.1,76.6,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001335,REG015,2026-08-14,19.9,32.9,7.7,77.7,13.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001336,REG015,2026-08-15,20.1,35.9,15.2,82.1,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001337,REG015,2026-08-16,18.9,32.7,9.9,76.8,11.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001338,REG015,2026-08-17,21.3,32.8,36.4,76.5,11.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001339,REG015,2026-08-18,19.1,34.2,6.0,77.2,6.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001340,REG015,2026-08-19,21.2,27.4,10.3,85.4,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001341,REG015,2026-08-20,19.5,31.7,3.0,80.0,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001342,REG015,2026-08-21,20.8,34.3,8.2,75.5,5.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001343,REG015,2026-08-22,21.9,33.7,5.1,75.2,12.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001344,REG015,2026-08-23,22.1,32.8,0.9,84.2,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001345,REG015,2026-08-24,18.4,30.8,5.4,78.4,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001346,REG015,2026-08-25,18.3,31.7,5.6,76.9,14.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001347,REG015,2026-08-26,21.4,30.6,4.2,76.2,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001348,REG015,2026-08-27,20.3,32.7,8.9,81.7,15.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001349,REG015,2026-08-28,21.9,34.4,0.4,81.3,15.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001350,REG015,2026-08-29,22.0,30.3,6.0,90.5,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001351,REG016,2026-06-01,19.0,31.0,4.6,77.2,6.6,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001352,REG016,2026-06-02,20.6,33.0,3.9,89.4,9.3,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001353,REG016,2026-06-03,25.0,32.2,12.8,82.0,8.4,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001354,REG016,2026-06-04,20.8,33.8,13.4,77.5,11.3,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001355,REG016,2026-06-05,20.3,32.3,19.6,79.7,13.5,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001356,REG016,2026-06-06,22.6,32.4,5.5,79.3,13.1,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001357,REG016,2026-06-07,23.6,34.6,12.9,81.6,6.9,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001358,REG016,2026-06-08,24.7,32.3,6.1,79.1,8.1,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001359,REG016,2026-06-09,21.5,33.6,17.2,79.2,7.7,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001360,REG016,2026-06-10,22.4,34.8,7.6,78.1,11.3,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001361,REG016,2026-06-11,20.6,32.0,13.7,79.9,14.2,observed,Open-Meteo / NASA POWER / IMD (synthetic)
WX001362,REG016,2026-06-12,19.9,32.4,4.0,81.6,5.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001363,REG016,2026-06-13,21.2,35.7,11.5,83.5,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001364,REG016,2026-06-14,22.5,31.7,16.2,86.7,6.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001365,REG016,2026-06-15,22.1,30.9,9.3,80.1,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001366,REG016,2026-06-16,23.6,34.6,1.4,79.0,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001367,REG016,2026-06-17,21.2,34.7,10.4,74.4,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001368,REG016,2026-06-18,22.2,33.9,3.2,81.4,3.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001369,REG016,2026-06-19,20.1,33.4,6.3,84.8,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001370,REG016,2026-06-20,20.3,31.5,14.2,86.0,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001371,REG016,2026-06-21,21.5,34.9,4.0,65.5,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001372,REG016,2026-06-22,20.1,31.5,8.5,77.8,13.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001373,REG016,2026-06-23,20.8,35.4,8.9,84.4,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001374,REG016,2026-06-24,18.1,34.3,20.4,77.7,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001375,REG016,2026-06-25,23.2,37.2,3.2,77.5,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001376,REG016,2026-06-26,22.6,34.6,20.1,77.0,7.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001377,REG016,2026-06-27,22.2,32.5,12.9,82.5,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001378,REG016,2026-06-28,20.6,31.7,2.5,82.4,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001379,REG016,2026-06-29,19.0,33.3,12.3,75.9,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001380,REG016,2026-06-30,22.0,35.6,10.6,80.3,11.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001381,REG016,2026-07-01,23.6,35.8,22.5,79.5,9.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001382,REG016,2026-07-02,19.7,35.0,12.4,83.4,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001383,REG016,2026-07-03,23.2,34.7,6.2,76.6,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001384,REG016,2026-07-04,19.7,36.3,8.7,80.0,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001385,REG016,2026-07-05,22.0,33.8,2.4,82.6,6.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001386,REG016,2026-07-06,18.1,34.8,9.8,73.3,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001387,REG016,2026-07-07,21.9,31.3,16.3,87.5,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001388,REG016,2026-07-08,19.9,34.2,2.7,75.5,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001389,REG016,2026-07-09,22.1,33.8,2.0,77.5,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001390,REG016,2026-07-10,20.8,33.2,6.8,82.6,7.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001391,REG016,2026-07-11,21.7,35.9,4.9,75.1,12.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001392,REG016,2026-07-12,20.8,32.3,2.6,85.0,16.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001393,REG016,2026-07-13,22.1,34.3,6.1,84.0,7.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001394,REG016,2026-07-14,22.3,34.4,4.5,80.8,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001395,REG016,2026-07-15,23.7,31.8,7.1,75.1,8.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001396,REG016,2026-07-16,21.9,35.4,5.7,75.5,9.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001397,REG016,2026-07-17,24.5,34.0,9.7,78.4,12.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001398,REG016,2026-07-18,20.9,33.7,2.2,80.4,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001399,REG016,2026-07-19,20.8,33.9,1.8,71.9,12.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001400,REG016,2026-07-20,22.9,31.3,2.5,78.9,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001401,REG016,2026-07-21,19.0,34.4,5.2,79.9,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001402,REG016,2026-07-22,20.7,32.8,3.7,74.3,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001403,REG016,2026-07-23,20.1,30.8,9.2,77.9,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001404,REG016,2026-07-24,22.6,32.2,5.2,82.1,13.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001405,REG016,2026-07-25,19.9,32.5,4.7,80.8,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001406,REG016,2026-07-26,20.0,36.5,2.5,83.7,4.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001407,REG016,2026-07-27,23.0,35.8,2.4,83.8,17.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001408,REG016,2026-07-28,20.9,33.8,1.9,86.4,9.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001409,REG016,2026-07-29,21.7,32.2,9.7,77.5,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001410,REG016,2026-07-30,19.0,34.3,2.5,77.6,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001411,REG016,2026-07-31,24.5,34.8,3.8,79.7,13.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001412,REG016,2026-08-01,24.3,33.1,5.1,79.7,16.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001413,REG016,2026-08-02,23.1,33.1,20.1,84.4,5.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001414,REG016,2026-08-03,21.7,34.5,1.7,78.8,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001415,REG016,2026-08-04,19.9,32.1,2.8,82.9,6.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001416,REG016,2026-08-05,22.1,34.9,1.9,78.1,8.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001417,REG016,2026-08-06,22.7,30.3,7.1,74.2,14.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001418,REG016,2026-08-07,23.3,33.0,3.6,82.6,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001419,REG016,2026-08-08,21.4,34.9,16.2,85.7,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001420,REG016,2026-08-09,21.1,31.9,6.9,79.4,6.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001421,REG016,2026-08-10,21.5,34.5,3.9,82.2,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001422,REG016,2026-08-11,22.2,32.7,3.6,76.2,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001423,REG016,2026-08-12,21.6,33.5,2.0,82.9,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001424,REG016,2026-08-13,22.2,33.8,12.7,79.7,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001425,REG016,2026-08-14,21.1,34.5,19.7,83.1,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001426,REG016,2026-08-15,22.5,35.0,12.0,77.0,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001427,REG016,2026-08-16,20.6,34.9,12.0,89.5,7.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001428,REG016,2026-08-17,22.1,32.8,1.4,89.1,8.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001429,REG016,2026-08-18,21.0,32.7,6.3,75.3,5.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001430,REG016,2026-08-19,22.4,35.3,8.6,74.5,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001431,REG016,2026-08-20,20.0,33.9,5.3,79.5,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001432,REG016,2026-08-21,22.1,35.8,1.4,75.3,6.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
WX001433,REG016,2026-08-22,19.7,36.7,2.0,77.2,11.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic)
